datetime,weather_station_id,min_temperature,max_temperature,rain_duration_active_hours,total_rainfall_active_hours
2024-04-22,226,12.9,20.4,0,0.0
2024-04-23,127,10.5,22.9,0,0.0
2024-04-23,131,12.3,22.7,0,0.0
2024-04-23,133,10.6,22.4,0,0.0
2024-04-23,135,8.1,19.1,1,0.3
2024-04-23,221,10.6,21.1,0,0.0
2024-04-23,226,11.0,20.7,0,0.0
2024-04-24,127,11.3,17.5,3,3.4
2024-04-24,131,12.1,18.0,5,6.4
2024-04-24,133,11.2,17.2,3,4.3
2024-04-24,135,9.6,16.2,5,2.2
2024-04-24,221,10.0,15.2,7,8.4
2024-04-24,226,10.7,16.8,4,5.1000000000000005
2024-04-25,127,9.8,21.7,0,0.0
2024-04-25,131,10.3,23.0,0,0.0
2024-04-25,133,9.6,23.3,0,0.0
2024-04-25,135,8.7,22.7,0,0.0
2024-04-25,221,9.4,21.1,0,0.0
2024-04-25,226,10.0,22.6,0,0.0
2024-04-26,127,8.7,25.6,0,0.0
2024-04-26,131,11.8,26.7,0,0.0
2024-04-26,133,10.0,27.2,0,0.0
2024-04-26,135,8.8,24.9,0,0.0
2024-04-26,221,7.3,24.9,0,0.0
2024-04-26,226,7.8,26.4,0,0.0
2024-04-27,127,9.1,27.0,0,0.0
2024-04-27,131,12.7,26.6,0,0.0
2024-04-27,133,10.7,27.3,0,0.0
2024-04-27,135,10.3,26.7,0,0.0
2024-04-27,221,7.1,26.2,0,0.0
2024-04-27,226,9.0,26.7,0,0.0
2024-04-28,127,9.1,28.3,0,0.0
2024-04-28,131,12.2,28.2,0,0.0
2024-04-28,133,9.5,28.9,0,0.0
2024-04-28,135,7.8,27.2,0,0.0
2024-04-28,221,7.7,28.1,0,0.0
2024-04-28,226,7.2,28.0,0,0.0
2024-04-29,127,16.3,20.5,2,0.5
2024-04-29,131,16.8,21.0,5,1.3
2024-04-29,133,15.6,19.2,3,0.8
2024-04-29,135,12.0,17.2,10,3.9
2024-04-29,221,14.1,18.9,0,0.0
2024-04-29,226,14.5,18.3,4,1.1
2024-04-30,127,14.0,21.0,0,0.0
2024-04-30,131,15.3,21.5,0,0.0
2024-04-30,133,13.6,20.1,0,0.0
2024-04-30,135,12.8,19.2,0,0.0
2024-04-30,221,10.3,20.2,0,0.0
2024-04-30,226,13.1,19.6,0,0.0
2024-05-01,127,13.3,22.3,0,0.0
2024-05-01,131,13.6,22.4,0,0.0
2024-05-01,133,12.0,21.1,0,0.0
2024-05-01,135,7.5,18.3,6,6.9
2024-05-01,221,10.5,20.5,0,0.0
2024-05-01,226,10.3,19.2,0,0.0
2024-05-02,127,7.1,24.2,0,0.0
2024-05-02,131,11.6,24.4,0,0.0
2024-05-02,133,9.6,24.4,0,0.0
2024-05-02,135,4.4,23.2,0,0.0
2024-05-02,221,5.1,23.4,0,0.0
2024-05-02,226,5.6,23.4,0,0.0
2024-05-03,127,7.0,27.6,0,0.0
2024-05-03,131,11.6,27.1,0,0.0
2024-05-03,133,8.8,27.2,0,0.0
2024-05-03,135,11.1,25.9,0,0.0
2024-05-03,221,5.6,26.3,0,0.0
2024-05-03,226,6.6,26.4,0,0.0
2024-05-04,127,9.7,28.5,0,0.0
2024-05-04,131,13.6,28.3,0,0.0
2024-05-04,133,11.0,28.9,0,0.0
2024-05-04,135,7.6,26.8,0,0.0
2024-05-04,221,8.4,28.0,0,0.0
2024-05-04,226,8.4,27.5,0,0.0
2024-05-05,127,16.1,19.0,17,19.6
2024-05-05,131,18.5,21.7,15,31.6
2024-05-05,133,17.0,21.7,18,50.0
2024-05-05,135,16.6,19.0,14,15.1
2024-05-05,221,14.1,17.0,18,28.7
2024-05-05,226,15.0,18.3,17,32.7
2024-05-06,127,13.8,17.8,8,10.4
2024-05-06,131,14.0,17.7,6,10.799999999999999
2024-05-06,133,13.5,16.8,6,7.4
2024-05-06,135,13.0,18.4,6,7.6
2024-05-06,221,12.4,16.8,13,13.3
2024-05-06,226,13.6,17.8,5,10.0
2024-05-07,127,12.6,14.7,8,2.7
2024-05-07,131,12.0,15.3,17,13.1
2024-05-07,133,10.9,15.8,12,12.9
2024-05-07,135,9.7,15.3,15,10.6
2024-05-07,221,11.2,14.0,4,1.7000000000000002
2024-05-07,226,10.9,15.2,15,12.7
2024-05-08,127,6.5,20.4,0,0.0
2024-05-08,131,9.8,20.3,2,1.1
2024-05-08,133,9.7,19.7,3,3.0
2024-05-08,135,6.7,17.9,3,2.5
2024-05-08,221,5.6,17.6,0,0.0
2024-05-08,226,7.6,19.1,3,1.8
2024-05-09,127,7.0,23.1,0,0.0
2024-05-09,131,10.3,23.7,0,0.0
2024-05-09,133,8.2,22.4,0,0.0
2024-05-09,135,5.9,21.5,0,0.0
2024-05-09,221,5.4,21.1,0,0.0
2024-05-09,226,6.4,21.8,0,0.0
2024-05-10,127,8.4,25.5,0,0.0
2024-05-10,131,12.6,25.6,0,0.0
2024-05-10,133,9.6,25.3,0,0.0
2024-05-10,135,8.7,26.6,0,0.0
2024-05-10,221,7.0,24.2,0,0.0
2024-05-10,226,7.6,24.8,0,0.0
2024-05-11,127,9.1,24.2,5,10.8
2024-05-11,131,14.8,24.8,4,12.0
2024-05-11,133,12.9,25.0,5,6.699999999999999
2024-05-11,135,7.9,24.7,3,8.2
2024-05-11,221,7.8,23.6,5,9.8
2024-05-11,226,9.2,23.9,3,4.300000000000001
2024-05-12,127,11.8,21.5,3,9.2
2024-05-12,131,12.5,21.5,2,4.7
2024-05-12,133,11.3,22.2,3,4.9
2024-05-12,135,12.1,20.3,5,6.0
2024-05-12,221,11.0,20.3,3,7.8
2024-05-12,226,11.0,21.2,4,5.5
2024-05-13,127,8.1,24.2,0,0.0
2024-05-13,131,12.0,25.4,0,0.0
2024-05-13,133,9.5,25.1,0,0.0
2024-05-13,135,9.8,23.3,0,0.0
2024-05-13,221,7.1,23.8,0,0.0
2024-05-13,226,7.8,23.8,0,0.0
2024-05-14,127,8.3,25.7,0,0.0
2024-05-14,131,12.8,26.4,0,0.0
2024-05-14,133,10.5,25.7,0,0.0
2024-05-14,135,7.0,25.1,0,0.0
2024-05-14,221,7.3,24.7,0,0.0
2024-05-14,226,7.4,25.0,0,0.0
2024-05-15,127,8.6,22.7,6,30.799999999999997
2024-05-15,131,9.5,23.4,7,14.100000000000001
2024-05-15,133,8.9,22.9,5,7.4
2024-05-15,135,8.3,23.3,6,5.7
2024-05-15,221,8.0,22.1,5,32.1
2024-05-15,226,8.4,22.8,6,8.0
2024-05-16,127,7.3,19.7,8,9.2
2024-05-16,131,8.1,20.9,6,3.0
2024-05-16,133,7.1,20.3,5,4.3
2024-05-16,135,6.5,18.5,8,5.2
2024-05-16,221,6.8,18.2,5,5.3
2024-05-16,226,7.4,19.7,6,4.2
2024-05-17,127,8.3,24.7,0,0.0
2024-05-17,131,13.1,25.7,0,0.0
2024-05-17,133,13.4,25.4,0,0.0
2024-05-17,135,11.0,25.1,0,0.0
2024-05-17,221,6.0,23.3,0,0.0
2024-05-17,226,9.3,24.7,0,0.0
2024-05-18,127,10.6,27.3,0,0.0
2024-05-18,131,14.5,27.8,0,0.0
2024-05-18,133,12.1,27.6,0,0.0
2024-05-18,135,7.6,27.1,0,0.0
2024-05-18,221,9.0,25.7,0,0.0
2024-05-18,226,9.6,26.4,0,0.0
2024-05-19,127,13.5,28.4,0,0.0
2024-05-19,131,16.7,29.2,0,0.0
2024-05-19,133,14.5,28.9,0,0.0
2024-05-19,135,11.5,28.5,0,0.0
2024-05-19,221,11.7,27.3,0,0.0
2024-05-19,226,12.4,28.3,0,0.0
2024-05-20,127,11.2,23.9,0,0.0
2024-05-20,131,16.0,25.7,0,0.0
2024-05-20,133,13.4,24.8,0,0.0
2024-05-20,135,11.3,25.0,0,0.0
2024-05-20,221,10.3,22.8,0,0.0
2024-05-20,226,12.2,23.7,0,0.0
2024-05-21,127,15.8,25.8,0,0.0
2024-05-21,131,17.8,26.4,0,0.0
2024-05-21,133,15.7,26.4,0,0.0
2024-05-21,135,13.2,21.3,0,0.0
2024-05-21,221,12.2,25.4,0,0.0
2024-05-21,226,13.4,22.6,0,0.0
2024-05-22,127,12.8,26.9,0,0.0
2024-05-22,131,16.8,26.9,0,0.0
2024-05-22,133,15.4,27.7,0,0.0
2024-05-22,135,11.8,28.0,0,0.0
2024-05-22,221,12.4,26.3,0,0.0
2024-05-22,226,12.5,27.2,0,0.0
2024-05-23,127,14.2,28.8,0,0.0
2024-05-23,131,16.8,28.9,0,0.0
2024-05-23,133,15.8,29.1,0,0.0
2024-05-23,135,15.9,28.2,0,0.0
2024-05-23,221,12.4,27.3,0,0.0
2024-05-23,226,14.3,27.8,0,0.0
2024-05-24,127,13.0,27.5,0,0.0
2024-05-24,131,15.9,27.3,0,0.0
2024-05-24,133,14.7,27.8,0,0.0
2024-05-24,135,13.6,27.6,0,0.0
2024-05-24,221,12.2,26.2,0,0.0
2024-05-24,226,11.6,26.8,0,0.0
2024-05-25,127,17.3,24.6,0,0.0
2024-05-25,131,19.2,23.0,0,0.0
2024-05-25,133,18.0,21.3,0,0.0
2024-05-25,135,15.6,19.1,0,0.0
2024-05-25,221,15.7,23.2,0,0.0
2024-05-25,226,16.7,20.1,0,0.0
2024-05-26,127,16.7,26.7,8,35.7
2024-05-26,131,17.5,27.0,7,32.2
2024-05-26,133,14.4,26.0,6,30.2
2024-05-26,135,11.1,24.3,4,11.2
2024-05-26,221,14.4,25.8,8,29.4
2024-05-26,226,12.6,24.8,6,49.1
2024-05-27,127,14.1,22.7,1,0.3
2024-05-27,131,15.5,23.7,1,0.1
2024-05-27,133,14.3,23.1,0,0.0
2024-05-27,135,14.8,21.2,1,0.6
2024-05-27,221,13.9,20.8,2,0.6
2024-05-27,226,14.0,22.2,1,0.1
2024-05-28,127,11.3,24.0,0,0.0
2024-05-28,131,14.5,24.9,0,0.0
2024-05-28,133,12.3,24.7,0,0.0
2024-05-28,135,10.6,22.0,0,0.0
2024-05-28,221,10.5,21.0,0,0.0
2024-05-28,226,10.8,24.2,0,0.0
2024-05-29,127,11.0,27.3,0,0.0
2024-05-29,131,15.1,27.9,0,0.0
2024-05-29,133,12.9,27.9,0,0.0
2024-05-29,135,9.7,26.2,0,0.0
2024-05-29,221,9.0,25.8,0,0.0
2024-05-29,226,10.3,26.3,0,0.0
2024-05-30,127,15.0,25.1,0,0.0
2024-05-30,131,17.7,25.8,0,0.0
2024-05-30,133,16.3,25.0,0,0.0
2024-05-30,135,14.1,24.2,0,0.0
2024-05-30,221,13.0,24.4,0,0.0
2024-05-30,226,14.2,24.2,0,0.0
2024-05-31,127,15.8,26.3,0,0.0
2024-05-31,131,18.2,27.0,0,0.0
2024-05-31,133,16.4,27.2,0,0.0
2024-05-31,135,17.0,25.6,0,0.0
2024-05-31,221,14.7,25.3,0,0.0
2024-05-31,226,15.5,25.9,0,0.0
2024-06-01,127,16.2,24.6,0,0.0
2024-06-01,131,18.0,24.7,0,0.0
2024-06-01,133,16.7,24.9,0,0.0
2024-06-01,135,16.1,23.5,0,0.0
2024-06-01,221,15.7,23.4,1,0.1
2024-06-01,226,15.4,23.9,0,0.0
2024-06-02,127,12.4,24.9,0,0.0
2024-06-02,131,15.5,27.0,0,0.0
2024-06-02,133,14.1,26.8,0,0.0
2024-06-02,135,12.1,24.0,0,0.0
2024-06-02,221,11.3,23.8,0,0.0
2024-06-02,226,10.9,25.0,0,0.0
2024-06-03,127,13.5,26.5,0,0.0
2024-06-03,131,16.0,27.3,0,0.0
2024-06-03,133,13.7,27.1,0,0.0
2024-06-03,135,11.4,24.5,0,0.0
2024-06-03,221,12.6,24.6,0,0.0
2024-06-03,226,11.4,24.1,1,0.2
2024-06-04,127,11.0,27.4,0,0.0
2024-06-04,131,17.1,28.6,0,0.0
2024-06-04,133,15.4,27.6,0,0.0
2024-06-04,135,12.1,24.9,0,0.0
2024-06-04,221,8.4,26.8,0,0.0
2024-06-04,226,12.5,25.1,0,0.0
2024-06-05,127,13.4,29.2,0,0.0
2024-06-05,131,17.7,29.4,0,0.0
2024-06-05,133,16.5,28.4,0,0.0
2024-06-05,135,10.5,26.8,0,0.0
2024-06-05,221,11.5,28.2,0,0.0
2024-06-05,226,11.5,27.5,0,0.0
2024-06-06,127,15.5,28.8,0,0.0
2024-06-06,131,19.0,29.9,0,0.0
2024-06-06,133,17.7,28.8,0,0.0
2024-06-06,135,14.1,26.2,0,0.0
2024-06-06,221,14.6,28.4,0,0.0
2024-06-06,226,15.4,27.2,0,0.0
2024-06-07,127,14.8,27.2,0,0.0
2024-06-07,131,18.7,28.5,0,0.0
2024-06-07,133,16.2,28.2,0,0.0
2024-06-07,135,13.6,26.9,0,0.0
2024-06-07,221,12.5,26.3,0,0.0
2024-06-07,226,14.0,26.8,0,0.0
2024-06-08,127,18.6,23.2,8,5.0
2024-06-08,131,18.7,25.0,8,2.5
2024-06-08,133,17.5,25.8,7,4.7
2024-06-08,135,18.0,20.8,10,11.0
2024-06-08,221,17.7,20.5,6,2.2
2024-06-08,226,17.7,22.0,5,2.0
2024-06-09,127,17.5,28.7,0,0.0
2024-06-09,131,19.8,29.9,0,0.0
2024-06-09,133,18.8,30.1,0,0.0
2024-06-09,135,17.7,27.4,0,0.0
2024-06-09,221,17.0,27.5,0,0.0
2024-06-09,226,16.3,28.0,0,0.0
2024-06-10,127,16.2,30.5,0,0.0
2024-06-10,131,19.0,31.4,0,0.0
2024-06-10,133,17.5,31.0,0,0.0
2024-06-10,135,16.7,30.8,0,0.0
2024-06-10,221,14.8,28.7,0,0.0
2024-06-10,226,16.2,30.1,0,0.0
2024-06-11,127,18.0,31.4,0,0.0
2024-06-11,131,21.5,32.2,0,0.0
2024-06-11,133,21.7,31.8,0,0.0
2024-06-11,135,21.9,30.7,0,0.0
2024-06-11,221,17.5,29.9,0,0.0
2024-06-11,226,16.6,30.4,0,0.0
2024-06-12,127,17.6,33.0,0,0.0
2024-06-12,131,20.6,33.2,0,0.0
2024-06-12,133,18.7,33.3,0,0.0
2024-06-12,135,17.5,31.7,0,0.0
2024-06-12,221,15.7,31.5,0,0.0
2024-06-12,226,17.0,31.9,0,0.0
2024-06-13,127,17.3,33.2,0,0.0
2024-06-13,131,19.7,33.4,0,0.0
2024-06-13,133,17.8,33.6,0,0.0
2024-06-13,135,17.5,32.9,0,0.0
2024-06-13,221,16.1,32.4,0,0.0
2024-06-13,226,15.7,32.3,0,0.0
2024-06-14,127,18.8,32.2,0,0.0
2024-06-14,131,21.7,32.4,0,0.0
2024-06-14,133,20.3,33.0,0,0.0
2024-06-14,135,16.2,32.0,0,0.0
2024-06-14,221,16.5,31.7,0,0.0
2024-06-14,226,16.8,30.8,0,0.0
2024-06-15,127,19.8,27.3,6,18.200000000000003
2024-06-15,131,22.5,28.5,2,1.4
2024-06-15,133,21.8,28.4,3,2.8
2024-06-15,135,18.8,28.6,1,8.3
2024-06-15,221,19.1,27.8,5,2.4
2024-06-15,226,19.3,28.3,5,2.2
2024-06-16,127,18.7,29.1,0,0.0
2024-06-16,131,20.7,30.1,0,0.0
2024-06-16,133,19.2,30.0,0,0.0
2024-06-16,135,17.7,28.2,0,0.0
2024-06-16,221,17.6,27.9,1,0.7
2024-06-16,226,18.0,28.8,0,0.0
2024-06-17,127,14.4,28.4,0,0.0
2024-06-17,131,19.7,29.8,0,0.0
2024-06-17,133,17.7,28.4,0,0.0
2024-06-17,135,15.6,26.5,0,0.0
2024-06-17,221,13.1,27.8,0,0.0
2024-06-17,226,14.5,27.6,0,0.0
2024-06-18,127,14.1,33.0,0,0.0
2024-06-18,131,19.3,33.9,0,0.0
2024-06-18,133,16.9,33.6,0,0.0
2024-06-18,135,16.4,31.7,0,0.0
2024-06-18,221,12.8,32.3,0,0.0
2024-06-18,226,14.0,32.1,0,0.0
2024-06-19,127,17.4,34.7,0,0.0
2024-06-19,131,21.3,36.0,0,0.0
2024-06-19,133,19.3,35.9,0,0.0
2024-06-19,135,17.5,33.8,0,0.0
2024-06-19,221,15.4,33.6,0,0.0
2024-06-19,226,17.2,34.2,0,0.0
2024-06-20,127,19.0,31.6,0,0.0
2024-06-20,131,22.9,32.2,0,0.0
2024-06-20,133,20.3,32.0,0,0.0
2024-06-20,135,16.9,26.8,0,0.0
2024-06-20,221,17.7,32.3,0,0.0
2024-06-20,226,17.1,28.8,0,0.0
2024-06-21,127,17.3,32.0,0,0.0
2024-06-21,131,21.2,32.6,0,0.0
2024-06-21,133,18.8,32.6,0,0.0
2024-06-21,135,14.6,29.9,0,0.0
2024-06-21,221,15.5,30.6,0,0.0
2024-06-21,226,15.5,30.2,0,0.0
2024-06-22,127,21.5,24.4,9,46.8
2024-06-22,131,22.5,26.2,15,27.299999999999997
2024-06-22,133,22.4,25.2,14,13.1
2024-06-22,135,21.5,23.0,13,14.3
2024-06-22,221,20.9,23.1,15,76.0
2024-06-22,226,21.4,23.7,14,9.9
2024-06-23,127,21.9,28.3,10,11.6
2024-06-23,131,23.2,29.2,9,4.3
2024-06-23,133,22.3,27.9,6,1.2
2024-06-23,135,21.8,26.4,4,1.2
2024-06-23,221,20.7,26.6,12,7.6
2024-06-23,226,22.1,27.0,11,8.1
2024-06-24,127,20.3,29.8,2,3.5999999999999996
2024-06-24,131,21.2,30.1,1,0.2
2024-06-24,133,21.0,30.0,0,0.0
2024-06-24,135,20.5,29.7,0,0.0
2024-06-24,221,19.1,28.3,2,13.1
2024-06-24,226,19.6,29.6,1,0.1
2024-06-25,127,16.0,27.2,0,0.0
2024-06-25,131,19.2,28.9,0,0.0
2024-06-25,133,18.3,27.8,0,0.0
2024-06-25,135,18.0,25.5,0,0.0
2024-06-25,221,15.2,24.9,0,0.0
2024-06-25,226,15.5,26.4,0,0.0
2024-06-26,127,15.3,29.8,0,0.0
2024-06-26,131,19.8,30.6,0,0.0
2024-06-26,133,17.8,30.3,0,0.0
2024-06-26,135,16.2,28.6,0,0.0
2024-06-26,221,14.4,28.5,0,0.0
2024-06-26,226,15.2,28.9,0,0.0
2024-06-27,127,17.0,28.4,0,0.0
2024-06-27,131,21.1,29.0,0,0.0
2024-06-27,133,19.5,28.3,0,0.0
2024-06-27,135,15.3,25.0,0,0.0
2024-06-27,221,15.5,27.3,0,0.0
2024-06-27,226,16.1,26.7,0,0.0
2024-06-28,127,15.3,31.7,0,0.0
2024-06-28,131,19.3,32.5,0,0.0
2024-06-28,133,18.4,32.2,0,0.0
2024-06-28,135,14.8,31.6,0,0.0
2024-06-28,221,14.5,29.8,0,0.0
2024-06-28,226,14.0,31.4,0,0.0
2024-06-29,127,18.7,30.5,6,28.2
2024-06-29,131,23.5,30.7,7,43.5
2024-06-29,133,22.1,29.9,8,40.699999999999996
2024-06-29,135,19.5,27.6,7,28.9
2024-06-29,221,17.0,29.4,4,38.800000000000004
2024-06-29,226,18.9,28.6,7,36.699999999999996
2024-06-30,127,23.1,27.2,9,12.700000000000001
2024-06-30,131,24.4,28.9,6,5.5
2024-06-30,133,23.0,26.0,11,14.4
2024-06-30,135,22.0,25.2,14,31.7
2024-06-30,221,20.6,25.4,10,30.8
2024-06-30,226,21.8,25.2,10,10.9
2024-07-01,127,21.3,30.1,0,0.0
2024-07-01,133,21.6,31.9,0,0.0
2024-07-01,226,20.4,29.7,0,0.0
2024-07-02,127,21.3,25.5,8,83.7
2024-07-02,133,20.8,26.2,10,57.0
2024-07-02,226,20.6,25.0,8,52.0
2024-07-03,127,23.1,27.5,8,10.8
2024-07-03,133,23.1,29.4,8,31.9
2024-07-03,226,22.9,28.3,6,25.8
2024-07-04,127,23.2,31.2,0,0.0
2024-07-04,133,23.3,31.9,0,0.0
2024-07-04,226,22.5,30.6,0,0.0
2024-07-05,127,22.3,29.0,2,0.7
2024-07-05,133,23.4,28.9,2,3.9
2024-07-05,226,21.6,28.2,1,2.6
2024-07-06,127,21.2,31.9,3,6.9
2024-07-06,133,23.8,30.3,1,0.1
2024-07-06,226,21.0,30.6,0,0.0
2024-07-07,127,21.3,27.2,18,71.4
2024-07-07,133,22.6,27.6,12,36.2
2024-07-07,226,22.3,27.6,13,46.699999999999996
2024-07-08,127,22.2,25.1,19,72.3
2024-07-08,133,22.5,26.0,19,137.3
2024-07-08,226,22.1,24.9,23,154.7
2024-07-09,127,22.0,24.3,12,8.9
2024-07-09,133,22.1,24.1,13,10.9
2024-07-09,226,22.1,24.5,12,7.3999999999999995
2024-07-10,127,21.3,30.7,11,86.89999999999999
2024-07-10,133,21.2,26.5,11,93.2
2024-07-10,226,21.4,25.7,9,58.2
2024-07-11,127,21.7,30.7,1,2.3
2024-07-11,133,22.3,26.8,1,2.4
2024-07-11,226,21.8,28.3,3,3.9
2024-07-12,127,22.3,30.3,0,0.0
2024-07-12,133,22.4,31.0,0,0.0
2024-07-12,226,22.1,30.3,0,0.0
2024-07-13,127,22.2,32.5,0,0.0
2024-07-13,133,22.7,30.6,1,4.9
2024-07-13,226,22.2,29.7,0,0.0
2024-07-14,127,24.0,29.0,0,0.0
2024-07-14,133,23.6,29.4,0,0.0
2024-07-14,226,22.7,27.3,0,0.0
2024-07-15,127,23.6,30.3,0,0.0
2024-07-15,133,23.7,30.6,1,0.2
2024-07-15,226,22.9,28.5,0,0.0
2024-07-16,127,24.0,29.1,4,14.7
2024-07-16,133,22.1,26.6,12,45.3
2024-07-16,226,22.2,25.9,14,52.2
2024-07-17,127,23.0,30.4,5,26.900000000000002
2024-07-17,133,22.2,29.4,2,1.1
2024-07-17,226,21.9,28.9,4,4.6
2024-07-18,127,23.8,27.8,11,58.3
2024-07-18,133,23.9,27.6,5,28.5
2024-07-18,226,23.9,26.5,8,20.0
2024-07-19,127,23.5,30.5,0,0.0
2024-07-19,133,23.3,28.1,7,1.7
2024-07-19,226,22.9,28.0,10,3.4
2024-07-20,127,23.1,30.2,4,4.3
2024-07-20,133,22.6,30.8,5,12.0
2024-07-20,226,22.4,28.8,3,8.9
2024-07-21,127,25.0,30.2,2,3.6
2024-07-21,133,25.0,31.5,4,4.7
2024-07-21,226,24.3,30.5,6,12.0
2024-07-22,127,25.7,30.8,0,0.0
2024-07-22,133,26.1,31.1,0,0.0
2024-07-22,226,23.9,30.7,0,0.0
2024-07-23,127,24.7,29.2,10,5.2
2024-07-23,133,26.3,28.5,7,3.9000000000000004
2024-07-23,226,24.3,27.8,6,2.1
2024-07-24,127,24.2,32.3,8,20.5
2024-07-24,133,25.4,33.3,2,2.5
2024-07-24,226,23.9,31.5,3,6.0
2024-07-25,127,24.6,33.1,1,23.5
2024-07-25,133,24.8,34.6,1,0.1
2024-07-25,226,23.7,32.9,0,0.0
2024-07-26,127,24.4,32.7,0,0.0
2024-07-26,133,25.2,33.1,2,1.3
2024-07-26,226,23.4,31.3,1,0.3
2024-07-27,127,25.8,32.2,1,2.3
2024-07-27,133,26.0,31.9,2,6.0
2024-07-27,226,24.5,31.3,5,52.8
2024-07-28,127,25.0,33.2,0,0.0
2024-07-28,133,25.9,33.8,0,0.0
2024-07-28,226,24.8,33.0,0,0.0
2024-07-29,127,25.3,31.4,0,0.0
2024-07-29,133,26.6,31.9,0,0.0
2024-07-29,226,23.6,31.2,0,0.0
2024-07-30,127,26.3,30.8,0,0.0
2024-07-30,133,26.5,32.3,0,0.0
2024-07-30,226,24.6,31.0,0,0.0
2024-07-31,127,25.3,33.2,0,0.0
2024-07-31,133,26.1,34.3,0,0.0
2024-07-31,226,23.9,32.2,0,0.0
2024-08-01,127,26.2,33.3,0,0.0
2024-08-01,133,27.1,33.6,0,0.0
2024-08-01,135,24.0,32.7,0,0.0
2024-08-01,221,24.0,31.6,0,0.0
2024-08-02,127,27.1,33.3,1,0.1
2024-08-02,133,27.4,33.5,0,0.0
2024-08-02,135,24.2,33.2,0,0.0
2024-08-02,221,25.0,32.1,1,0.1
2024-08-03,127,26.7,34.9,0,0.0
2024-08-03,133,27.6,35.2,0,0.0
2024-08-03,135,26.1,33.7,0,0.0
2024-08-03,221,24.8,33.0,0,0.0
2024-08-04,127,25.5,35.0,0,0.0
2024-08-04,133,26.2,34.5,1,0.9
2024-08-04,135,24.2,34.4,0,0.0
2024-08-04,221,23.2,34.5,0,0.0
2024-08-05,127,23.7,33.5,6,23.4
2024-08-05,133,24.4,34.2,3,34.3
2024-08-05,135,23.8,31.3,2,1.9000000000000001
2024-08-05,221,23.6,31.6,4,2.8
2024-08-06,127,23.2,32.6,0,0.0
2024-08-06,133,23.4,33.1,0,0.0
2024-08-06,135,22.3,32.8,0,0.0
2024-08-06,221,22.4,31.7,0,0.0
2024-08-07,127,24.5,31.8,2,2.5
2024-08-07,133,25.5,34.4,1,1.0
2024-08-07,135,22.7,33.7,0,0.0
2024-08-07,221,22.6,31.8,1,0.2
2024-08-08,127,23.2,29.7,0,0.0
2024-08-08,133,25.5,29.5,0,0.0
2024-08-08,135,23.3,30.6,0,0.0
2024-08-08,221,23.1,28.8,0,0.0
2024-08-09,127,24.3,33.5,0,0.0
2024-08-09,133,24.7,33.8,0,0.0
