festival_name,dong_name,lat,lng,address,matched
2026 공연예술제,약사명동/동내면,37.8478361956993,127.761140115421,강원특별자치도 춘천시 동내면 동내로 78,동내면 행정복지센터
춘천 오페라 페스티벌,강남동,37.8688216587831,127.719728736766,강원특별자치도 춘천시 강남동,강원특별자치도 춘천시 강남동
2026 온세대합창페스티벌,강남동,37.8728179306837,127.702469333568,강원특별자치도 춘천시 스포츠타운길399번길 22,KT&G상상마당 춘천스테이호텔
춘천커피축제,강남동,37.8688216587831,127.719728736766,강원특별자치도 춘천시 강남동,강원특별자치도 춘천시 강남동
2026 춘천 반려동물 페스티벌,서면,37.8986923448081,127.692791905634,강원특별자치도 춘천시 서면,강원특별자치도 춘천시 서면
2026년 제5회 강원한우데이,조운동,37.8796776402114,127.730009694552,강원특별자치도 춘천시 조운동,강원특별자치도 춘천시 조운동
제6회 춘천 술 페스타,조운동,37.8796776402114,127.730009694552,강원특별자치도 춘천시 조운동,강원특별자치도 춘천시 조운동
춘천 애니토이페스티벌,서면,37.8986923448081,127.692791905634,강원특별자치도 춘천시 서면,강원특별자치도 춘천시 서면
춘천 감자페스타,신북읍,37.9259016421481,127.746212145455,강원특별자치도 춘천시 신북읍,강원특별자치도 춘천시 신북읍
2026 댄싱카니발,명륜1동,37.3377079319141,127.950692020858,강원특별자치도 원주시 명륜1동,강원특별자치도 원주시 명륜1동
혁신도시 상생마켓,반곡관설동,37.3297311773711,127.974308288136,강원특별자치도 원주시 반곡관설동,강원특별자치도 원주시 반곡관설동
혁신페스타,반곡관설동,37.3297311773711,127.974308288136,강원특별자치도 원주시 반곡관설동,강원특별자치도 원주시 반곡관설동
2026 원주라면축제,우산동,37.3714829095559,127.940063693835,강원특별자치도 원주시 우산동,강원특별자치도 원주시 우산동
2026 원주만두축제,중앙동,37.3494276381688,127.950749503169,강원특별자치도 원주시 중앙동,강원특별자치도 원주시 중앙동
제12회 치악산한우 축제,명륜1동,37.3377079319141,127.950692020858,강원특별자치도 원주시 명륜1동,강원특별자치도 원주시 명륜1동
제32회 국제걷기대회,명륜1동,37.3377079319141,127.950692020858,강원특별자치도 원주시 명륜1동,강원특별자치도 원주시 명륜1동
제63회 농업인의 날 삼토 페스티벌,명륜1동,37.3377079319141,127.950692020858,강원특별자치도 원주시 명륜1동,강원특별자치도 원주시 명륜1동
경포 벚꽃 축제,경포동,37.7913393205043,128.896522675187,강원특별자치도 강릉시 운정동 14,경포가시연습지 습지광장
솔올블라썸,교동,37.76667807653266,128.9040538825995,강원특별자치도 강릉시 강릉대로359번길 5-18,일원
남산 벚꽃 축제,강남동,37.7441722081056,128.905623339912,강원특별자치도 강릉시 강남동,강원특별자치도 강릉시 강남동
강릉 차문화 축제,경포동,37.777211140306534,128.87849718174908,강원특별자치도 강릉시 죽헌길 114,강릉오죽한옥마을
강릉단오제,"강남동,중앙동",37.7515622380184,128.8924069980608,강원특별자치도 강릉시 경강로 2046,강릉중앙동우체국
강릉 비치비어 페스티벌,경포동,37.7837421724456,128.880646600214,강원특별자치도 강릉시 경포동,강원특별자치도 강릉시 경포동
경포 썸머 페스티벌,경포동,37.7837421724456,128.880646600214,강원특별자치도 강릉시 경포동,강원특별자치도 강릉시 경포동
강릉 국가유산야행,중앙동,37.7561200385719,128.89406168476,강원특별자치도 강릉시 중앙동,강원특별자치도 강릉시 중앙동
강릉 누들 축제,중앙동,37.76667807653266,128.9040538825995,강원특별자치도 강릉시 강릉대로359번길 5-18,일원
제18회 강릉커피축제,송정동,37.7727057552744,128.930664750816,강원특별자치도 강릉시 경강로 2496-32,송정동1042번지일원아파트 (예정)
2026 강릉크리스마스 겨울축제,"중앙동·옥천동,교2동,송정동",37.76667807653266,128.9040538825995,강원특별자치도 강릉시 강릉대로359번길 5-18,일원
제8회 묵호등대 논골담길 축제,묵호동,37.5509435396211,129.117605728386,강원특별자치도 동해시 묵호진동 13-64,묵호항수변공원
제13회 전천축제,북평동,37.4838308233309,129.125223115384,강원특별자치도 동해시 북평동,강원특별자치도 동해시 북평동
제4회 발한 호로롱 페스티벌,발한동,37.5484323855262,129.107922043297,강원특별자치도 동해시 발한동,강원특별자치도 동해시 발한동
2026년 무릉별유천지 라벤더축제,삼화동,37.468759265078624,129.03365102401426,강원특별자치도 동해시 삼화로 380,무릉별유천지
제5회 송정막걸리축제,송정동,36.643967307205735,127.47145518133686,충북 청주시 흥덕구 직지대로 713,직지문화축제
도째비페스타,묵호동,37.5586754265223,129.114239769923,강원특별자치도 동해시 묵호동,강원특별자치도 동해시 묵호동
"제11회 한강,낙동강발원지 축제","황지동, 삼수동",37.180499131084446,128.97788368274925,강원특별자치도 태백시 태백로 758,삼수동행정복지센터
태백 천상의 산나물 축제,장성동,37.10081700837676,129.00915934746374,강원특별자치도 태백시 장성1길 13,태백 천상의 산나물 축제
제3회 탄광문화고기축제,철암동,37.116200992533834,129.03775993687842,강원특별자치도 태백시 동태백로 434,장터식육실비식당
2026 영랑호 벚꽃축제,영랑동,38.2144249748234,128.594605409442,강원특별자치도 속초시 영랑동,강원특별자치도 속초시 영랑동
2026년 설악무산문화축전,조양동,38.1876460540134,128.590848362527,강원특별자치도 속초시 조양동,강원특별자치도 속초시 조양동
2026 실향민 문화축제,조양동,38.1876460540134,128.590848362527,강원특별자치도 속초시 조양동,강원특별자치도 속초시 조양동
2026 속초썸머페스티벌,조양동,38.1876460540134,128.590848362527,강원특별자치도 속초시 조양동,강원특별자치도 속초시 조양동
제61회 설악문화제,조양동,38.1876460540134,128.590848362527,강원특별자치도 속초시 조양동,강원특별자치도 속초시 조양동
2026 삼척정월대보름제,성내동,37.43896226857699,129.1601395474729,강원특별자치도 삼척시 엑스포로 45,삼척시 삼척문화예술회관 전기차충전소
제22회맹방유채꽃축제,근덕면,37.3792784455933,129.225825562476,강원특별자치도 삼척시 근덕면,강원특별자치도 삼척시 근덕면
제13회 삼척 하장 두타산 산나물축제,하장면,37.3494432358995,128.943070012541,강원특별자치도 삼척시 하장면,강원특별자치도 삼척시 하장면
2026년 제8회 삼척 장미축제,정라동,37.43327985466091,129.1774070976999,강원특별자치도 삼척시 오십천로 586,삼척장미공원
2026년 제7회 삼척 비치 썸 페스티벌,교동,37.4679249803602,129.169840592389,강원특별자치도 삼척시 갈천동 14-22,삼척해변
제3회 삼척해(海)랑영화제,"교동,정라동,성내동",37.4679249803602,129.169840592389,강원특별자치도 삼척시 갈천동 14-22,삼척해변
2026 삼척동해왕이사부축제,정라동,37.4368774248021,129.183968907452,강원특별자치도 삼척시 정라동,강원특별자치도 삼척시 정라동
2026 국가유산 죽서루 야행,성내동,37.4420248647505,129.161337101096,강원특별자치도 삼척시 성내동,강원특별자치도 삼척시 성내동
제17회 삼척평생학습박람회 및 제7최 책축제,성내동,37.4420248647505,129.161337101096,강원특별자치도 삼척시 성내동,강원특별자치도 삼척시 성내동
2026년 제3회 너와포차거리,교동,37.4679249803602,129.169840592389,강원특별자치도 삼척시 갈천동 14-22,삼척해변
제14회 홍천강 꽁꽁축제,홍천읍,37.68740082761328,127.88427651544738,강원특별자치도 홍천군 홍천읍 신장대리 85,홍천강꽁꽁축제
제8회 홍천산나물출제,홍천읍,37.6963511529987,127.887834214533,강원특별자치도 홍천군 홍천읍 석화로 83,홍천군청사 제2주차장
제30회 홍천찰옥수수축제,홍천읍,37.68943404802,127.884306327398,강원특별자치도 홍천군 홍천읍,강원특별자치도 홍천군 홍천읍
제10회 홍천강 별빛음악 맥주축제,홍천읍,37.68943404802,127.884306327398,강원특별자치도 홍천군 홍천읍,강원특별자치도 홍천군 홍천읍
제24회 홍천 인삼한우 명품축제,홍천읍,37.68943404802,127.884306327398,강원특별자치도 홍천군 홍천읍,강원특별자치도 홍천군 홍천읍
제22회 횡성한우축제,횡성읍,37.49899644392926,127.98754947225287,강원특별자치도 횡성군 횡성읍 북천리 221,횡성한우축제
제15회 둔내고랭지토마토축제,둔내면,37.5122165122342,128.218832889124,강원특별자치도 횡성군 둔내면,강원특별자치도 횡성군 둔내면
제13회 횡성더덕축제,청일면,37.5497819054097,128.062607234619,강원특별자치도 횡성군 갑천면 구방리 산 164,횡성호수길축제
제18회 안흥찐빵축제,안흥면,37.4125128396148,128.156049802743,강원특별자치도 횡성군 안흥면,강원특별자치도 횡성군 안흥면
제7회 횡성호수길축제,갑천면,37.5497819054097,128.062607234619,강원특별자치도 횡성군 갑천면 구방리 산 164,횡성호수길축제
제4회 소(牛)맥 프리미엄 페스티벌,공근면,37.5364543513987,127.961772076306,강원특별자치도 횡성군 공근면,강원특별자치도 횡성군 공근면
제38회 횡성회다지소리 민속문화제,우천면,37.4594058323665,128.06243796948,강원특별자치도 횡성군 우천면,강원특별자치도 횡성군 우천면
제59회 단종문화제,영월읍,37.1874352109429,128.466067893114,강원특별자치도 영월군 영월읍,강원특별자치도 영월군 영월읍
제28회 동강뗏목축제,영월읍,37.1874352109429,128.466067893114,강원특별자치도 영월군 영월읍,강원특별자치도 영월군 영월읍
계촌클래식축제,방림면,37.4264490397723,128.394222710894,강원특별자치도 평창군 방림면,강원특별자치도 평창군 방림면
평창더위사냥축제,대화면,37.5009465792778,128.458050807458,강원특별자치도 평창군 대화면,강원특별자치도 평창군 대화면
평창효석문화제,봉평면,37.6161929793163,128.379492494281,강원특별자치도 평창군 봉평면,강원특별자치도 평창군 봉평면
평창농악축제,용평면,37.6066960645327,128.440214137176,강원특별자치도 평창군 용평면,강원특별자치도 평창군 용평면
평창백일홍축제,평창읍,37.3677151528904,128.400549022928,강원특별자치도 평창군 평창읍,강원특별자치도 평창군 평창읍
대관령눈꽃축제,대관령면,37.67254761652138,128.71102222634033,강원특별자치도 평창군 대관령면 대관령로 135-9,대관령눈꽃축제
제20회 정선동강할미꽃 축제,정선읍,37.3602769455652,128.623494379027,강원특별자치도 정선군 정선읍 동강로 2908,정선생태체험학습장 (휴장)
제33회 두위봉 철쭉제 산맥 페스티벌,신동읍,37.2182019484655,128.671426990821,강원특별자치도 정선군 신동읍,강원특별자치도 정선군 신동읍
제30회 사북읍석탄문화제,사북읍,37.2277245267372,128.821814063945,강원특별자치도 정선군 사북읍,강원특별자치도 정선군 사북읍
제21회 정선 함백산 야생화축제,고한읍,37.2042701836793,128.851646873504,강원특별자치도 정선군 고한읍,강원특별자치도 정선군 고한읍
제34회 아우라지 뗏목축제,여량면,37.4706040304876,128.720500019347,강원특별자치도 정선군 여량면,강원특별자치도 정선군 여량면
제51회 정선아리랑제,정선읍,37.3772285609088,128.666000365928,강원특별자치도 정선군 정선읍 봉양리 104,정선공설운동장
정선 사과축제,임계면,37.4948152077541,128.852109625413,강원특별자치도 정선군 임계면,강원특별자치도 정선군 임계면
DMZ 피스트레인 뮤직페스티벌 2026,동송읍,38.2072165163278,127.208191410563,강원특별자치도 철원군 동송읍,강원특별자치도 철원군 동송읍
철원 화강 다슬기축제,김화읍,38.2498053653871,127.421185539773,강원특별자치도 철원군 김화읍,강원특별자치도 철원군 김화읍
태봉제,갈말읍,38.1477243520665,127.30830034891,강원특별자치도 철원군 갈말읍,강원특별자치도 철원군 갈말읍
철원한탄강얼음트레킹 축제,동송읍,38.17449924620733,127.29991318328862,강원특별자치도 철원군 갈말읍 군탄리 산 78-2,철원한탄강 주상절리길
제22회 화천토마토축제,사내면,38.0701588123932,127.523433810035,강원특별자치도 화천군 사내면,강원특별자치도 화천군 사내면
2026 청춘양구 곰취축제,양구읍,38.1080405251365,127.990430398263,강원특별자치도 양구군 양구읍,강원특별자치도 양구군 양구읍
2026 국토정중앙 청춘양구 배꼽축제,양구읍,38.1080405251365,127.990430398263,강원특별자치도 양구군 양구읍,강원특별자치도 양구군 양구읍
2026 청춘양구 펀치볼 시래기사과축제,해안면,38.2851684890133,128.137124728997,강원특별자치도 양구군 해안면,강원특별자치도 양구군 해안면
제12회 곰배령별밤음악축제,기린면,37.9556038449986,128.319189529764,강원특별자치도 인제군 기린면,강원특별자치도 인제군 기린면
제2회 기린농협 산나물 직거래 판매행사,기린면,37.95584459467364,128.3168386414823,강원특별자치도 인제군 기린면 내린천로 4027,인제군 기린목욕탕
제26회 고성통일명태축제,거진읍,38.4361391562227,128.452553768285,강원특별자치도 고성군 거진읍,강원특별자치도 고성군 거진읍
2026 양양 낙산해변 달빛모닥불 축제,강현면,38.1499826978456,128.607652116524,강원특별자치도 양양군 강현면,강원특별자치도 양양군 강현면
청주읍성축제,성안동,36.6316706732217,127.493227287284,충북 청주시 상당구 성안동,충북 청주시 상당구 성안동
청원생명축제,오창읍,36.7323093192644,127.404961998469,충북 청주시 청원구 오창읍 미래지로 71-4,미래지농촌테마공원
세종대왕과 초정약수축제,내수읍,36.7213652717175,127.60129925613,충북 청주시 청원구 내수읍 초정약수로 851,세종대왕과 초정약수축제
벚꽃과함께 하는 푸드트럭 축제,,,,,
청주 디저트베이커리페스타,중앙동,36.6398448126547,127.488193889174,충북 청주시 상당구 중앙동,충북 청주시 상당구 중앙동
청주 문화유산 야행,성안동,36.6316706732217,127.493227287284,충북 청주시 상당구 성안동,충북 청주시 상당구 성안동
충주다이브페스티벌,중앙탑면,36.958296411481,127.915881309009,충북 충주시 대림로 85,충주종합운동장
수안보온천제,수안보면,36.847205819665,127.994825334387,충북 충주시 수안보면,충북 충주시 수안보면
우륵문화제,칠금동,36.9896751788408,127.906431172792,충북 충주시 남한강로 38,충주탄금공원(구 세계무술공원)
충주씨브랜드패스티벌,칠금동,36.9896751788408,127.906431172792,충북 충주시 남한강로 38,충주탄금공원(구 세계무술공원)
청풍호 벚꽃축제,청풍면,36.9761787804691,128.27501470311,충북 단양군 적성면 상리 886-2,금수산감골단풍축제
제천 수제맥주&달빛야시장 축제,중앙동,37.1393538576485,128.21021791978,충북 제천시 중앙동,충북 제천시 중앙동
제천국제음악영화제,화산동,37.1308757440282,128.21599301039,충북 제천시 숭의로 85,제천시시설관리사업소
의림지 농경문화 예술제,모산동,37.1810597942807,128.207274042343,충북 제천시 의림대로 621,도담뜰
슬로시티 힐링 축제,수산면,36.9338039967423,128.181032174568,충북 제천시 수산면,충북 제천시 수산면
속리산 축제,속리산면,36.53302653554079,127.82495525577559,충북 보은군 속리산면 사내리 310-122,속리산조각공원
보은대추축제,보은읍,36.4836388639021,127.717071120507,충북 보은군 보은읍,충북 보은군 보은읍
지용제,옥천읍,36.3073845913301,127.574897076747,충북 옥천군 옥천읍,충북 옥천군 옥천읍
옥천묘목축제,이원면,36.2472481528379,127.631192321342,충북 옥천군 이원면 이원리 503,옥천묘목공원
옥천참옻축제,옥천읍,36.3073845913301,127.574897076747,충북 옥천군 옥천읍,충북 옥천군 옥천읍
영동곶감축제,영동읍,36.17474774866905,127.77456736180795,충북 영동군 영동읍 계산리 867-1,대한민국와인축제
대한민국와인축제,영동읍,36.17474774866905,127.77456736180795,충북 영동군 영동읍 계산리 867-1,대한민국와인축제
영동포도축제,영동읍,36.1711011133666,127.776028621546,충북 영동군 영동읍,충북 영동군 영동읍
영동난계국악축제,영동읍,36.1711011133666,127.776028621546,충북 영동군 영동읍,충북 영동군 영동읍
증평인삼골축제,증평읍,36.7846371098648,127.581032220365,충북 증평군 증평읍,충북 증평군 증평읍
증평들노래축제,증평읍,36.7846371098648,127.581032220365,충북 증평군 증평읍,충북 증평군 증평읍
생거진천 농다리축제,문백면,36.8269584324514,127.493191110302,충북 진천군 문백면 구산동리 128,생거진천 농다리축제
생거진천 문화축제,진천읍,36.860867055890694,127.4410519904951,충북 진천군 진천읍 읍내리 209-3,생거진천문화축제
괴산고추축제,괴산읍,36.8144796705141,127.786898703587,충북 괴산군 괴산읍 서부리 125,유기농엑스포광장 부설주차장
괴산김장축제,괴산읍,36.8117700380049,127.786772350948,충북 괴산군 괴산읍 동진천길 197,괴산종합운동장
음성품바축제,음성읍,36.9328170144832,127.691224981783,충북 음성군 음성읍 읍내리,설성공원
설성문화제,음성읍,36.9328170144832,127.691224981783,충북 음성군 음성읍 읍내리,설성공원
음성명작페스티벌,금왕읍,36.9898707682486,127.587904959428,충북 음성군 금왕읍 무극리 519-4,금왕금빛근린공원
단양 소백산철쭉제,단양읍,36.985144288214045,128.37140784655713,충북 단양군 단양읍 별곡리 644,단양소백산철쭉제
단양 온달문화축제,영춘면,37.0625774731145,128.491183295607,충북 단양군 영춘면 온달로 23,단양온달문화축제
반딧불 곤충 축제,오창읍,36.7423562993671,127.454499829132,충북 청주시 청원구 오창읍,충북 청주시 청원구 오창읍
친환경에너지 페스티벌,칠금동,36.9845731660927,127.908585550329,충북 충주시 칠금동,충북 충주시 칠금동
청남대 봄꽃축제 '영춘제',문의면,36.4627635800377,127.490789776407,충북 청주시 상당구 문의면 청남대길 646,청남대 가을축제
청남대 '가을축제',문의면,36.4627635800377,127.490789776407,충북 청주시 상당구 문의면 청남대길 646,청남대 가을축제
3·3데이 청주삼겹살 축제,서문동,36.6333508024786,127.485223521057,충북 청주시 상당구 서문동,충북 청주시 상당구 서문동
벚꽃과 함께하는 청주 푸드트럭 축제,영동,36.6424150986235,127.485481647239,충북 청주시 상당구 영동,충북 청주시 상당구 영동
청주 디저트·베이커리 페스타,내덕동,36.6576793886817,127.4944355377,충북 청주시 청원구 내덕동,충북 청주시 청원구 내덕동
청주시 도시농업 페스티벌,남일면,36.5869307650524,127.5096277898,충북 청주시 상당구 남일면,충북 청주시 상당구 남일면
청주 가드닝 페스티벌,주중동,36.6814002375884,127.480198610681,충북 청주시 청원구 주중동 514,생명누리공원
덕산 양채축제,덕산면,36.9098090373019,128.166100049955,충북 제천시 덕산면 도전리 367,덕산면 근린공원
월악산송계양파축제,한수면,36.8841555826349,128.079495722545,충북 제천시 한수면 미륵송계로6길 1,한수체육문화공원
봉양박달콩축제,봉양읍,37.1326185175155,128.123769909806,충북 제천시 봉양읍 주포로5길 55,봉양읍 문화복지센터
제천국제음악영화제,,36.9761787804691,128.27501470311,충북 단양군 적성면 상리 886-2,금수산감골단풍축제
충주호 벚꽃축제,종민동,36.9894541584408,127.989611965437,충북 충주시 종민동,충북 충주시 종민동
충주다이브페스티벌,호암직동,36.9582458911085,127.91507116915386,충북 충주시 대림로 85,충주다이브페스티벌
충주씨 농산물직거래 한마당,칠금동,36.9845731660927,127.908585550329,충북 충주시 칠금동,충북 충주시 칠금동
비내섬 축제,앙성면,37.1091674050489,127.750768224757,충북 충주시 앙성면,충북 충주시 앙성면
보은벚꽃길축제,보은읍,36.4836388639021,127.717071120507,충북 보은군 보은읍,충북 보은군 보은읍
속리산 축제 - 봄,속리산면,36.5121159593931,127.810350567255,충북 보은군 속리산면,충북 보은군 속리산면
청산생선국수축제,청산면,36.346418807343,127.791880756893,충북 옥천군 청산면,충북 옥천군 청산면
옥수수감자 축제,안내면,36.3944551302996,127.661963267002,충북 옥천군 안내면,충북 옥천군 안내면
포도복숭아 축제,옥천읍,36.3073845913301,127.574897076747,충북 옥천군 옥천읍,충북 옥천군 옥천읍
영동난계국악축제,심천면,36.211916564901976,127.69971455412912,충북 영동군 심천면 국악로1길 33,영동국악체험촌
농다리 축제,문백면,36.8269584324514,127.493191110302,충북 진천군 문백면 구산동리 128,생거진천 농다리축제
괴산빨간맛페스티벌,괴산읍,36.8117570694528,127.790900734488,충북 괴산군 괴산읍,충북 괴산군 괴산읍
충북 한우랑 브랜드랑 축제,내덕동,36.6576793886817,127.4944355377,충북 청주시 청원구 내덕동,충북 청주시 청원구 내덕동
영춘제,문의면,36.4627635800377,127.490789776407,충북 청주시 상당구 문의면 청남대길 646,청남대 가을축제
가을축제,문의면,36.4627635800377,127.490789776407,충북 청주시 상당구 문의면 청남대길 646,청남대 가을축제
3·3데이 청주삼겹살 축제,중앙동,36.6398448126547,127.488193889174,충북 청주시 상당구 중앙동,충북 청주시 상당구 중앙동
벚꽃과 함께하는 청주 푸드트럭 축제,중앙동,36.6398448126547,127.488193889174,충북 청주시 상당구 중앙동,충북 청주시 상당구 중앙동
청주 미식·주(酒) 페스타,내덕동,36.6576793886817,127.4944355377,충북 청주시 청원구 내덕동,충북 청주시 청원구 내덕동
한여름밤 오싹 호러 페스티벌,성안동,36.6316706732217,127.493227287284,충북 청주시 상당구 성안동,충북 청주시 상당구 성안동
대한민국 정원박람회 청주 가드닝페스티벌,청원구,36.6814002375884,127.480198610681,충북 청주시 청원구 주중동 514,생명누리공원
청주 국가유산 야행,성안동,36.6316706732217,127.493227287284,충북 청주시 상당구 성안동,충북 청주시 상당구 성안동
원도심골목길축제<봄:중앙극장>,중앙동,36.643967307205735,127.47145518133686,충북 청주시 흥덕구 직지대로 713,직지문화축제
청남대 재즈토닉페스티벌,문의면,36.4627635800377,127.490789776407,충북 청주시 상당구 문의면 청남대길 646,청남대 가을축제
원도심골목길축제<여름:성안이즈백>,성안동,36.643967307205735,127.47145518133686,충북 청주시 흥덕구 직지대로 713,직지문화축제
청주읍성큰잔치,성안동,36.6316706732217,127.493227287284,충북 청주시 상당구 성안동,충북 청주시 상당구 성안동
동부창고페스타,내덕동,36.6576793886817,127.4944355377,충북 청주시 청원구 내덕동,충북 청주시 청원구 내덕동
원도심골목길축제<가을:집대성>,대성동,36.643967307205735,127.47145518133686,충북 청주시 흥덕구 직지대로 713,직지문화축제
힙한 청주 페스티벌 in 제조창,내덕2동,36.6595072069263,127.490868126768,충북 청주시 청원구 내덕2동,충북 청주시 청원구 내덕2동
목계별신제,엄정면,37.0866781306913,127.914877536217,충북 충주시 엄정면,충북 충주시 엄정면
충주씨 농산물직거래 한마당,금릉동,36.9937898232577,127.913660250301,충북 충주시 금릉동,충북 충주시 금릉동
충주호 벚꽃축제,동량면,37.0263327303524,127.963254082287,충북 충주시 동량면,충북 충주시 동량면
제천빨간오뎅축제,영천동,37.1269246945311,128.203380970842,충북 제천시 영천동,충북 제천시 영천동
제천청풍호벚꽃축제,청풍,36.9761787804691,128.27501470311,충북 단양군 적성면 상리 886-2,금수산감골단풍축제
슬로시티 수산 힐링축제,수산면,36.9338039967423,128.181032174568,충북 제천시 수산면,충북 제천시 수산면
제천 수제맥주&달빛야시장 축제,중앙,37.1366971628101,128.211328003951,충북 제천시 풍양로 108,제천중앙시장
덕산양채축제,덕산면,36.9098090373019,128.166100049955,충북 제천시 덕산면 도전리 367,덕산면 근린공원
청산생선국수 축제,청산면,36.346418807343,127.791880756893,충북 옥천군 청산면,충북 옥천군 청산면
향수옥천 포도복숭아 축제,옥천읍,36.3073845913301,127.574897076747,충북 옥천군 옥천읍,충북 옥천군 옥천읍
생거진천문화축제,진천읍,36.860867055890694,127.4410519904951,충북 진천군 진천읍 읍내리 209-3,생거진천문화축제
생거진천 평생학습축제,진천읍,36.860867055890694,127.4410519904951,충북 진천군 진천읍 읍내리 209-3,생거진천문화축제
음성명작 페스티벌,금왕읍,36.9898266508288,127.587897880185,충북 음성군 금왕읍 무극리 519-4,음성명작페스티벌
